X,Y
0.0,0.0
5.8149677269291154e-05,0.0
5.8149677269291154e-05,0.00044943820224719103
0.00011629935453858231,0.00044943820224719103
0.00011629935453858231,0.003146067415730337
0.00017444903180787347,0.003146067415730337
0.00017444903180787347,0.0035955056179775282
0.00023259870907716462,0.0035955056179775282
0.00023259870907716462,0.004044943820224719
0.00034889806361574694,0.004044943820224719
0.00034889806361574694,0.0044943820224719105
0.0004070477408850381,0.0044943820224719105
0.0004070477408850381,0.005393258426966292
0.0005233470954236204,0.005393258426966292
0.0005233470954236204,0.005842696629213483
0.0005814967726929115,0.005842696629213483
0.0005814967726929115,0.007640449438202248
0.0006977961272314939,0.007640449438202248
0.0006977961272314939,0.008089887640449439
0.0007559458045007851,0.008089887640449439
0.0007559458045007851,0.00853932584269663
0.0008140954817700762,0.00853932584269663
0.0008140954817700762,0.008988764044943821
0.0008722451590393673,0.008988764044943821
0.0008722451590393673,0.00943820224719101
0.0009303948363086585,0.00943820224719101
0.0009303948363086585,0.009887640449438202
0.0010466941908472407,0.009887640449438202
0.0010466941908472407,0.011235955056179775
0.001162993545385823,0.011235955056179775
0.001162993545385823,0.011685393258426966
0.0012211432226551142,0.011685393258426966
0.0012211432226551142,0.012134831460674157
0.0012792928999244054,0.012134831460674157
0.0013955922544629878,0.012134831460674157
0.001453741931732279,0.012584269662921348
0.001453741931732279,0.01348314606741573
0.0015700412862708613,0.01348314606741573
0.0015700412862708613,0.014382022471910113
0.0016281909635401525,0.014382022471910113
0.0016281909635401525,0.015730337078651686
0.0016863406408094434,0.015730337078651686
0.0016863406408094434,0.016179775280898877
0.0017444903180787346,0.016179775280898877
0.0017444903180787346,0.01752808988764045
0.0018026399953480258,0.01752808988764045
0.0018026399953480258,0.017977528089887642
0.001860789672617317,0.017977528089887642
0.001860789672617317,0.01887640449438202
0.001977089027155899,0.01887640449438202
0.001977089027155899,0.020224719101123594
0.002151538058963773,0.020224719101123594
0.002151538058963773,0.020674157303370785
0.002267837413502355,0.020674157303370785
0.002267837413502355,0.02202247191011236
0.002325987090771646,0.02202247191011236
0.002325987090771646,0.024719101123595506
0.0023841367680409375,0.024719101123595506
0.0023841367680409375,0.025168539325842697
0.0024422864453102285,0.025168539325842697
0.0024422864453102285,0.02651685393258427
0.00250043612257952,0.02651685393258427
0.00250043612257952,0.027415730337078652
0.0026167354771181018,0.027415730337078652
0.0026167354771181018,0.028314606741573035
0.002733034831656684,0.028314606741573035
0.002733034831656684,0.029213483146067417
0.0027911845089259755,0.029213483146067417
0.0027911845089259755,0.029662921348314608
0.002965633540733849,0.029662921348314608
0.002965633540733849,0.03191011235955056
0.003372681281618887,0.03191011235955056
0.003372681281618887,0.03280898876404494
0.003663429667965343,0.03280898876404494
0.003663429667965343,0.03325842696629214
0.0037797290225039253,0.03325842696629214
0.0037797290225039253,0.035955056179775284
0.0038378786997732162,0.035955056179775284
0.0038378786997732162,0.037303370786516854
0.0038960283770425076,0.037303370786516854
0.0038960283770425076,0.038651685393258424
0.0040123277315810895,0.038651685393258424
0.0040123277315810895,0.03910112359550562
0.004128627086119672,0.03910112359550562
0.004128627086119672,0.039550561797752806
0.004303076117927546,0.039550561797752806
0.004303076117927546,0.04089887640449438
0.004303076117927546,0.041797752808988765
0.0044193754724661275,0.041797752808988765
0.0044193754724661275,0.04449438202247191
0.00453567482700471,0.04449438202247191
0.004593824504274001,0.0449438202247191
0.004593824504274001,0.046741573033707864
0.004710123858812584,0.046741573033707864
0.004710123858812584,0.04719101123595506
0.004884572890620457,0.04719101123595506
0.004884572890620457,0.04764044943820225
0.004942722567889748,0.04764044943820225
0.004942722567889748,0.04808988764044944
0.00500087224515904,0.04808988764044944
0.00500087224515904,0.04943820224719101
0.005117171599697622,0.04943820224719101
0.005117171599697622,0.051685393258426963
0.005117171599697622,0.052584269662921346
0.005175321276966913,0.052584269662921346
0.005175321276966913,0.05303370786516854
0.0052334709542362036,0.05303370786516854
0.0052334709542362036,0.05348314606741573
0.005291620631505495,0.05348314606741573
0.005291620631505495,0.05438202247191011
0.005349770308774786,0.05438202247191011
0.005349770308774786,0.05528089887640449
0.005466069663313368,0.05528089887640449
0.005466069663313368,0.056179775280898875
0.00552421934058266,0.056179775280898875
0.00552421934058266,0.05662921348314607
0.005640518695121242,0.05662921348314607
0.005640518695121242,0.05797752808988764
0.005698668372390533,0.05797752808988764
0.005698668372390533,0.058426966292134834
0.005873117404198407,0.058426966292134834
0.005873117404198407,0.059325842696629216
0.005931267081467698,0.059325842696629216
0.005931267081467698,0.0602247191011236
0.006105716113275571,0.0602247191011236
0.006163865790544862,0.060674157303370786
0.006280165145083445,0.060674157303370786
0.006338314822352736,0.06112359550561798
0.006396464499622027,0.06112359550561798
0.006396464499622027,0.062022471910112356
0.0064546141768913184,0.062022471910112356
0.0064546141768913184,0.06247191011235955
0.0065709135314299,0.06247191011235955
0.0065709135314299,0.06337078651685393
0.006629063208699192,0.06337078651685393
0.006629063208699192,0.06382022471910112
0.006687212885968483,0.06382022471910112
0.006687212885968483,0.06471910112359551
0.006745362563237774,0.06471910112359551
0.006745362563237774,0.06606741573033707
0.0068616619177763565,0.06606741573033707
0.0068616619177763565,0.06696629213483146
0.006919811595045648,0.06696629213483146
0.006919811595045648,0.06921348314606741
0.006977961272314938,0.06921348314606741
0.006977961272314938,0.0696629213483146
0.007210559981392103,0.0696629213483146
0.007210559981392103,0.0701123595505618
0.0072687096586613945,0.0701123595505618
0.0072687096586613945,0.07101123595505618
0.007385009013199976,0.07101123595505618
0.007385009013199976,0.07191011235955057
0.0075594580450078505,0.07191011235955057
0.0075594580450078505,0.07235955056179776
0.007617607722277141,0.07235955056179776
0.007617607722277141,0.07280898876404494
0.0076757573995464325,0.07280898876404494
0.0076757573995464325,0.07370786516853933
0.007792056754085015,0.07370786516853933
0.007792056754085015,0.07415730337078652
0.007850206431354307,0.07460674157303371
0.008024655463162179,0.07460674157303371
0.008024655463162179,0.07550561797752808
0.008140954817700762,0.07550561797752808
0.008140954817700762,0.07640449438202247
0.008199104494970053,0.07640449438202247
0.008199104494970053,0.07685393258426966
0.0085480025585858,0.07685393258426966
0.0085480025585858,0.07730337078651685
0.008955050299470838,0.07730337078651685
0.008955050299470838,0.07775280898876405
0.00901319997674013,0.07775280898876405
0.00901319997674013,0.07820224719101124
0.009129499331278712,0.07820224719101124
0.009129499331278712,0.07865168539325842
0.009362098040355876,0.07865168539325842
0.009362098040355876,0.08
0.009478397394894459,0.08
0.009478397394894459,0.08044943820224719
0.009652846426702331,0.08044943820224719
0.009652846426702331,0.08134831460674158
0.009827295458510205,0.08134831460674158
0.009827295458510205,0.08224719101123595
0.01000174449031808,0.08224719101123595
0.010059894167587369,0.08269662921348314
0.010176193522125952,0.08269662921348314
0.010176193522125952,0.08314606741573034
0.010292492876664535,0.08314606741573034
0.010292492876664535,0.08404494382022472
0.010292492876664535,0.08494382022471911
0.010350642553933826,0.08494382022471911
0.010350642553933826,0.08629213483146067
0.010525091585741699,0.08629213483146067
0.010525091585741699,0.08674157303370786
0.01058324126301099,0.08674157303370786
0.01058324126301099,0.08853932584269662
0.010699540617549573,0.08853932584269662
0.010699540617549573,0.08898876404494382
0.010873989649357447,0.08898876404494382
0.010932139326626737,0.08943820224719101
0.010932139326626737,0.09033707865168539
0.010990289003896028,0.09078651685393259
0.010990289003896028,0.09213483146067415
0.01110658835843461,0.09213483146067415
0.01110658835843461,0.09303370786516854
0.011222887712973193,0.09303370786516854
0.011281037390242485,0.09348314606741573
0.011397336744781066,0.09348314606741573
0.011397336744781066,0.09393258426966292
0.011513636099319649,0.09393258426966292
0.011513636099319649,0.09438202247191012
0.011862534162935395,0.09438202247191012
0.011862534162935395,0.09573033707865168
0.012095132872012561,0.09573033707865168
0.012095132872012561,0.09617977528089888
0.012153282549281852,0.09617977528089888
0.012153282549281852,0.09707865168539326
0.012269581903820433,0.09707865168539326
0.012269581903820433,0.09752808988764045
0.012327731581089725,0.09752808988764045
0.012327731581089725,0.09842696629213483
0.012502180612897599,0.09842696629213483
0.012502180612897599,0.09887640449438202
0.01256033029016689,0.09887640449438202
0.01256033029016689,0.09932584269662921
0.012792928999244054,0.09932584269662921
0.012792928999244054,0.0997752808988764
0.012967378031051928,0.0997752808988764
0.012967378031051928,0.1002247191011236
0.0131418270628598,0.1002247191011236
0.0131418270628598,0.10112359550561797
0.013258126417398384,0.10112359550561797
0.013258126417398384,0.10157303370786516
0.013432575449206258,0.10157303370786516
0.013432575449206258,0.10337078651685393
0.013548874803744839,0.10337078651685393
0.013548874803744839,0.10426966292134832
0.013723323835552713,0.10426966292134832
0.013723323835552713,0.10516853932584269
0.013781473512822004,0.10516853932584269
